181,0.712508
361,0.740293
658,0.242010
710,0.810450
710,0.617997
711,0.808323
712,0.622733
715,0.660848
739,0.570235
740,0.791379
741,0.810709
741,0.635557
743,0.656635
775,0.724081
810,0.692095
811,0.639508
812,0.647795
1178,0.439625
1368,0.464710
1416,0.565566
1420,0.663779
1439,0.006257
1743,0.798698
1748,0.793702
1752,0.746549
1970,0.315930
1971,0.198759
1972,0.109844
1975,0.227370
1976,0.125723
1977,0.053554
1978,0.082568
1979,0.051625
1980,0.080188
1981,0.045234
1982,0.054954
1984,0.060769
2007,0.109506
2325,0.081641
2902,0.063905
2953,0.128326
2957,0.393553
2961,0.246477
2962,0.316267
3155,0.069001
3157,0.167239
3158,0.157540
3161,0.131225
3162,0.208326
3163,0.174654
3164,0.138601
3169,0.067571
3220,0.185338
3324,0.187342
3325,0.103725
3326,0.079995
3367,0.312718
3368,0.256142
3374,0.141371
3423,0.103760
3424,0.130384
3527,0.027980
3915,0.166757
4050,0.218526
4100,0.239851
4156,0.324984
4571,0.240585
4885,0.087123
4886,0.077714
5178,0.156281
5253,0.228044
5254,0.212221
5255,0.175038
5306,0.346520
5310,0.428481
5312,0.422963
5313,0.413070
5390,0.287105
5393,0.369885
5809,0.169542
5843,0.135033
6007,0.163732
6022,0.198950
6055,0.087961
6056,0.113630
6084,0.152018
6085,0.173499
6126,0.148403
6128,0.171058
6156,0.224268
6157,0.204566
6224,0.197908
6285,0.205447
6330,0.210912
6333,0.233159
6334,0.252851
6365,0.194467
6427,0.321376
6428,0.316603
6439,0.174150
6440,0.188756
6514,0.187162
6525,0.200655
6526,0.189150
6529,0.200825
6530,0.178682
6592,0.179241
6611,0.022094
6612,0.027644
6613,0.007734
6621,0.007440
6631,0.245038
6632,0.236135
7067,0.212521
7070,0.144238
7071,0.169948
7102,0.145299
7216,0.278442
7257,0.312363
7258,0.308233
7337,0.165009
7338,0.093537
7381,0.108298
7418,0.102137
7427,0.189203
7618,0.259400
7744,0.202343
7789,0.189730
7843,0.186599
7844,0.043730
7845,0.040850
8158,0.250593
8160,0.228110
8161,0.226939
8365,0.867904
8366,0.857259
8367,0.895453
8368,0.861642
8369,0.817415
8370,0.838926
8380,0.692214
8381,0.660672
8382,0.651159
8385,0.719561
8690,0.500272
8743,0.352851
8744,0.361991
8745,0.051718
8746,0.079299
8747,0.003989
9036,0.228710
9456,0.258377
9458,0.135726
9460,0.172155
9507,0.283584
9727,0.260598
9841,0.134621
9842,0.080453
9843,0.082407
9903,0.098011
10092,0.325770
10586,0.060267
10641,0.091831
10642,0.150329
10667,0.208870
10668,0.197480
10836,0.297644
11046,0.229737
11096,0.259863
11140,0.224288
11141,0.121031
11166,0.181875
11180,0.279999
11236,0.252956
11271,0.180319
11291,0.225808
11299,0.199434
11302,0.115489
11311,0.235988
11416,0.124384
11417,0.118549
11449,0.218156
11466,0.318636
11471,0.392487
11472,0.362660
11473,0.343697
11474,0.398780
11479,0.481902
11492,0.489706
11493,0.462958
11498,0.633203
11516,0.369144
11518,0.463221
11519,0.495466
11520,0.488381
11531,0.426028
11533,0.447619
11538,0.274898
11554,0.256451
11573,0.315202
11574,0.275773
11575,0.160517
11576,0.156081
11588,0.435806
11590,0.425122
11628,0.340116
11629,0.378424
11634,0.368303
11645,0.364976
11655,0.348220
11656,0.262406
11660,0.349346
11671,0.293714
11691,0.350242
11692,0.354304
11711,0.498618
11719,0.445611
11720,0.283696
11724,0.441203
11736,0.204570
11737,0.246379
11742,0.442047
11743,0.250442
11745,0.368649
11746,0.292474
11747,0.290051
11775,0.342680
11783,0.029207
11798,0.373081
11802,0.554797
11804,0.376879
11805,0.417141
11812,0.551211
11814,0.469672
11835,0.576028
11840,0.184966
11841,0.190748
11842,0.251781
11843,0.294903
11844,0.582437
11845,0.510407
11853,0.420503
11854,0.563090
11855,0.501089
11857,0.427380
11860,0.318887
11861,0.336198
11866,0.002349
11866,0.495710
11867,0.492164
11867,0.109373
11869,0.223734
11870,0.334537
11872,0.544029
11873,0.497063
11874,0.370759
11937,0.459718
11940,0.527110
11941,0.476964
11948,0.502303
11953,0.280741
11979,0.469525
11996,0.197020
12046,0.328351
12055,0.007156
12057,0.497274
12059,0.481387
12060,0.460502
12071,0.241006
12074,0.279331
12076,0.369250
12100,0.349650
12101,0.239423
12102,0.480486
12103,0.493475
12110,0.331387
12111,0.384642
12133,0.007045
12137,0.322453
12145,0.283575
12151,0.352979
12174,0.391609
12176,0.455991
12178,0.364662
12181,0.231661
12191,0.521614
12196,0.148770
12199,0.383146
12201,0.359721
12203,0.425164
12204,0.431963
12221,0.452614
12224,0.278942
12233,0.013107
12234,0.018334
12247,0.525531
12248,0.408092
12249,0.622184
12252,0.636475
12258,0.599379
12273,0.338234
12289,0.435700
12293,0.167071
12297,0.385440
12302,0.527052
12318,0.517828
12338,0.368244
12354,0.487149
12364,0.401507
12365,0.404026
12367,0.558649
12368,0.464899
12369,0.373296
12370,0.228351
12371,0.372694
12373,0.488507
12380,0.398271
12388,0.402786
12399,0.241822
12400,0.227967
12409,0.264254
12410,0.266964
12413,0.363915
12414,0.355851
12417,0.457213
12420,0.027338
12429,0.563419
12432,0.620638
12433,0.494284
12449,0.591341
